Time,0.0,0.40000000596,0.800000011921,1.20000004768,1.60000002384,2.0,2.40000009537,2.79999995232,3.20000004768,3.59999990463,4.0,4.40000009537,4.80000019073,5.19999980927,5.30000019073,5.40000009537,5.5,5.65000009537,5.875,6.21250009537,6.55000019073,6.80312490463,7.05625009537,7.43593740463,7.8359375,8.23593711853,8.63593769073,9.03593730927,9.43593788147,9.8359375,10.2359371185,10.6359376907,11.0359373093,11.4359378815,11.8359375,12.2359371185,12.6359376907,13.0359373093,13.1359376907,13.2859373093,13.5109376907,13.8484373093,14.2484378815,14.6484375,15.0484371185,15.4484376907,15.8484373093,16.0
x,MISES 0,MISES 1,MISES 2,MISES 3,MISES 4,MISES 5,MISES 6,MISES 7,MISES 8,MISES 9,MISES 10,MISES 11,MISES 12,MISES 13,MISES 14,MISES 15,MISES 16,MISES 17,MISES 18,MISES 19,MISES 20,MISES 21,MISES 22,MISES 23,MISES 24,MISES 25,MISES 26,MISES 27,MISES 28,MISES 29,MISES 30,MISES 31,MISES 32,MISES 33,MISES 34,MISES 35,MISES 36,MISES 37,MISES 38,MISES 39,MISES 40,MISES 41,MISES 42,MISES 43,MISES 44,MISES 45,MISES 46,MISES 47
0.0,64.29090118408203,65.12863159179688,65.86847686767578,61.242942810058594,54.874839782714844,52.31959533691406,47.4468879699707,42.42738342285156,37.734657287597656,33.06853485107422,29.808406829833984,29.44308853149414,37.38310623168945,52.44667053222656,61.75080108642578,66.21127319335938,68.30531311035156,70.55860137939453,72.47853088378906,70.86863708496094,63.91112518310547,58.84824752807617,57.74418258666992,63.35424041748047,114.31109619140625,142.94491577148438,156.04969787597656,175.09786987304688,195.54592895507812,213.14230346679688,228.26522827148438,242.414306640625,255.77523803710938,244.2998046875,218.91864013671875,199.4091796875,187.52066040039062,188.438232421875,185.73699951171875,187.38967895507812,186.78817749023438,176.40292358398438,162.41537475585938,145.287353515625,125.99037170410156,105.0927505493164,81.83972930908203,72.81785583496094
0.022085171192884445,64.5527114868164,65.39016723632812,66.12992858886719,61.4475212097168,55.00481414794922,52.41582107543945,47.485107421875,42.40473175048828,37.65715026855469,32.93880081176758,29.643848419189453,29.284074783325195,37.335853576660156,52.59526824951172,62.01556396484375,66.5315933227539,68.65249633789062,70.93515014648438,72.88175964355469,71.25731658935547,64.22270202636719,59.084754943847656,57.938819885253906,63.49766540527344,114.40576171875,143.00137329101562,156.0765380859375,175.109619140625,195.56134033203125,213.16726684570312,228.32936096191406,242.6057586669922,256.2242431640625,245.3450164794922,220.49099731445312,201.13482666015625,189.45761108398438,190.64231872558594,188.07827758789062,189.89276123046875,189.3024139404297,178.89456176757812,165.10537719726562,148.06307983398438,128.76768493652344,107.82212829589844,84.54452514648438,75.50523376464844
0.04417393356561661,64.81951904296875,65.65695190429688,66.3968505859375,61.6582145690918,55.14175033569336,52.519447326660156,47.53126907348633,42.390655517578125,37.588722229003906,32.81856155395508,29.48894500732422,29.13423728942871,37.29669189453125,52.751285552978516,62.28805923461914,66.85987854003906,69.00779724121094,71.32003784179688,73.29362487792969,71.65496826171875,64.54347229003906,59.33079528808594,58.1434326171875,63.65436553955078,114.53572845458984,143.10470581054688,156.15533447265625,175.18035888671875,195.642578125,213.26358032226562,228.46847534179688,242.87234497070312,256.743408203125,246.42388916015625,222.05386352539062,202.82850646972656,191.34329223632812,192.78207397460938,190.34535217285156,192.31344604492188,191.73477172851562,181.3011932373047,167.69004821777344,150.72036743164062,131.41915893554688,110.42156982421875,87.11299133300781,78.05447387695312
0.06626192480325699,65.11499786376953,65.9525375366211,66.69269561767578,61.892242431640625,55.29473114013672,52.635807037353516,47.58418273925781,42.377113342285156,37.51515197753906,32.687660217285156,29.319477081298828,28.969852447509766,37.25525665283203,52.92839050292969,62.596778869628906,67.23175048828125,69.410400390625,71.75641632080078,73.76101684570312,72.10723114013672,64.91010284423828,59.61362075805664,58.37956237792969,63.838932037353516,114.71028900146484,143.25872802734375,156.28497314453125,175.305908203125,195.78453063964844,213.42599487304688,228.68072509765625,243.22616577148438,257.37396240234375,247.63934326171875,223.7608184814453,204.65457153320312,193.36181640625,195.07064819335938,192.76492309570312,194.89559936523438,194.33111572265625,183.86557006835938,170.4295196533203,153.52655029296875,134.21180725097656,113.15357971191406,89.80554962158203,80.72445678710938
0.08834734559059143,65.41696166992188,66.25494384765625,66.99565124511719,62.13428497314453,55.456756591796875,52.761844635009766,47.647727966308594,42.37522888183594,37.45411682128906,32.57007598876953,29.163860321044922,28.81908416748047,37.22475051879883,53.11139678955078,62.90803527832031,67.6044921875,69.81298828125,72.19174194335938,74.22628021240234,72.55726623535156,65.27603149414062,59.89822769165039,58.619773864746094,64.03197479248047,114.90682983398438,143.44412231445312,156.45150756835938,175.47442626953125,195.97523498535156,213.64198303222656,228.949462890625,243.6354522705078,258.0537414550781,248.8856201171875,225.48260498046875,206.49188232421875,195.38516235351562,197.35531616210938,195.17684936523438,197.4655303955078,196.91387939453125,186.4153594970703,173.14810180664062,156.30679321289062,136.97421264648438,115.85121154785156,92.45824432373047,83.3525619506836
0.11043379455804825,65.73802185058594,66.57667541503906,67.31815338134766,62.39344024658203,55.63270568847656,52.900413513183594,47.721134185791016,42.38044738769531,37.397605895996094,32.4544677734375,29.00832748413086,28.66815185546875,37.199546813964844,53.310665130615234,63.242942810058594,68.00452423095703,70.24468994140625,72.65827941894531,74.72479248046875,73.04023742675781,65.67074584960938,60.20751190185547,58.88252258300781,64.24774932861328,115.14588928222656,143.6815185546875,156.67294311523438,175.7036590576172,196.23330688476562,213.9309844970703,229.296630859375,244.130126953125,258.8280334472656,250.22280883789062,227.281005859375,208.39154052734375,197.46328735351562,199.69686889648438,197.6435546875,200.09130859375,199.55348205566406,189.01708984375,175.9085693359375,159.11978149414062,139.76113891601562,118.56564331054688,95.11878967285156,85.98517608642578
0.13252203166484833,66.07199096679688,66.9117202758789,67.654296875,62.666236877441406,55.82208251953125,53.052528381347656,47.80817794799805,42.399391174316406,37.35487365722656,32.352638244628906,28.866622924804688,28.530986785888672,37.18672180175781,53.51893615722656,63.58404541015625,68.4093017578125,70.6802978515625,73.1277084350586,75.22502136230469,73.52435302734375,66.06725311279297,60.52063751220703,59.1514778137207,64.47409057617188,115.40737915039062,143.95057678222656,156.9320068359375,175.97702026367188,196.54188537597656,214.27609252929688,229.70388793945312,244.68603515625,259.66094970703125,251.6133575439453,229.13092041015625,210.34591674804688,199.59567260742188,202.0884552001953,200.15985107421875,202.76510620117188,202.2393798828125,191.66424560546875,178.71438598632812,161.9759521484375,142.5872802734375,121.31382751464844,97.80653381347656,88.6422119140625
0.15460695326328278,66.36776733398438,67.20838928222656,67.951904296875,62.90721893310547,55.988616943359375,53.185691833496094,47.882904052734375,42.41300964355469,37.31308364868164,32.25769805908203,28.735624313354492,28.40365219116211,37.172210693359375,53.70697784423828,63.895179748535156,68.77960205078125,71.07942199707031,73.55860900878906,75.6851577758789,73.97077941894531,66.43405151367188,60.810523986816406,59.39982223510742,64.6834945678711,115.66087341308594,144.21487426757812,157.18727111816406,176.24671936035156,196.84490966796875,214.61297607421875,230.0972900390625,245.21316528320312,260.4360656738281,252.8612060546875,230.75250244140625,212.0364990234375,201.42800903320312,204.14541625976562,202.3199462890625,205.06060791015625,204.5476531982422,193.9346923828125,181.10694885253906,164.401611328125,144.98037719726562,123.63542175292969,100.07017517089844,90.87739562988281
