Time,0.0,0.40000000596,0.800000011921,1.20000004768,1.60000002384,2.0,2.40000009537,2.79999995232,3.20000004768,3.59999990463,4.0,4.40000009537,4.80000019073,4.90000009537,5.05000019073,5.27500009537,5.61250019073,5.94999980927,6.28749990463,6.625,7.02500009537,7.42500019073,7.82499980927,8.22500038147,8.625,9.02499961853,9.42500019073,9.82499980927,10.2250003815,10.625,11.0249996185,11.4250001907,11.8249998093,12.2250003815,12.625,13.0249996185,13.0500001907,13.0874996185,13.1437501907,13.2281246185,13.3546876907,13.5445308685,13.8292970657,14.2292966843,14.6292972565,15.029296875,15.4292964935,15.8292970657,16.0
x,MISES 0,MISES 1,MISES 2,MISES 3,MISES 4,MISES 5,MISES 6,MISES 7,MISES 8,MISES 9,MISES 10,MISES 11,MISES 12,MISES 13,MISES 14,MISES 15,MISES 16,MISES 17,MISES 18,MISES 19,MISES 20,MISES 21,MISES 22,MISES 23,MISES 24,MISES 25,MISES 26,MISES 27,MISES 28,MISES 29,MISES 30,MISES 31,MISES 32,MISES 33,MISES 34,MISES 35,MISES 36,MISES 37,MISES 38,MISES 39,MISES 40,MISES 41,MISES 42,MISES 43,MISES 44,MISES 45,MISES 46,MISES 47,MISES 48
0.0,90.75904083251953,91.15229797363281,91.49287414550781,91.83111572265625,91.79622650146484,91.81869506835938,91.46469116210938,91.3533706665039,90.82128143310547,90.73622131347656,90.26235961914062,89.92777252197266,89.67738342285156,91.74826049804688,105.56669616699219,122.48439025878906,131.25225830078125,137.63104248046875,144.4218292236328,147.2642822265625,147.90005493164062,149.62075805664062,151.3697509765625,153.16958618164062,157.83071899414062,158.821044921875,173.04966735839844,185.97012329101562,197.37933349609375,208.73538208007812,238.35806274414062,260.226318359375,208.54736328125,174.76223754882812,155.49134826660156,133.975341796875,116.46969604492188,112.0030288696289,110.1319808959961,107.47079467773438,103.48178100585938,96.51648712158203,84.760009765625,67.77056121826172,50.422340393066406,31.995681762695312,12.527180671691895,12.761240005493164,20.238712310791016
0.02978184074163437,91.309814453125,91.70091247558594,92.04145050048828,92.37914276123047,92.34233093261719,92.3641128540039,92.00834655761719,91.89497375488281,91.36022186279297,91.27790832519531,90.80874633789062,90.48898315429688,90.24066925048828,92.35304260253906,106.43477630615234,123.68065643310547,132.6221160888672,139.17507934570312,146.1039581298828,148.98556518554688,149.58273315429688,151.28970336914062,153.02276611328125,154.80441284179688,159.4564208984375,160.45928955078125,174.70504760742188,187.6296844482422,199.185791015625,210.95318603515625,241.36376953125,263.6492614746094,212.14727783203125,178.54339599609375,159.5545196533203,138.2715301513672,121.04754638671875,116.64102172851562,114.77128601074219,112.10592651367188,108.09989929199219,101.12360382080078,89.36225128173828,72.3432846069336,54.93036651611328,36.522891998291016,16.55187225341797,9.369935035705566,16.1812744140625
0.05956406518816948,91.88443756103516,92.27378845214844,92.61457061767578,92.95201110839844,92.91342163085938,92.93463897705078,92.57704162597656,92.46173858642578,91.92417907714844,91.84445190429688,91.37938690185547,91.07331085205078,90.82681274414062,92.98056030273438,107.32511138916016,124.89826202392578,134.0126953125,140.73727416992188,147.8035888671875,150.72506713867188,151.2862548828125,152.98187255859375,154.70147705078125,156.46762084960938,161.11448669433594,162.13116455078125,176.40231323242188,189.33905029296875,201.04446411132812,213.2171630859375,244.40744018554688,267.1092224121094,215.7535858154297,182.310791015625,163.58543395996094,142.5166015625,125.55632781982422,121.20547485351562,119.3358154296875,116.66464233398438,112.63934326171875,105.64752197265625,93.87281036376953,76.81137084960938,59.31935119628906,40.910011291503906,20.54587173461914,6.94188928604126,12.288309097290039
0.08934363722801208,92.45805358886719,92.84593963623047,93.18710327148438,93.52444458007812,93.48420715332031,93.50492858886719,93.1454849243164,93.02836608886719,92.48800659179688,92.41068267822266,91.94931030273438,91.65593719482422,91.41106414794922,93.60554504394531,108.2090835571289,126.10508728027344,135.39076232910156,142.28485107421875,149.48744201660156,152.4486083984375,152.97454833984375,154.65914916992188,156.36557006835938,158.11636352539062,162.75918579101562,163.78785705566406,178.08941650390625,191.04318237304688,202.89605712890625,215.46099853515625,247.4114990234375,270.5223388671875,219.26895141601562,185.94964599609375,167.45814514160156,146.57513427734375,129.8467559814453,125.54437255859375,123.67362213134766,120.99547576904297,116.95010375976562,109.9399185180664,98.14627838134766,81.03692626953125,63.46488571166992,45.05485534667969,24.40762710571289,6.555078506469727,9.002071380615234
0.11912716925144196,93.09376525878906,93.4803695678711,93.82212829589844,94.15956115722656,94.1176528930664,94.13789367675781,93.77642822265625,93.65741729736328,93.11392211914062,93.0390625,92.58125305175781,92.30076599121094,92.05744171142578,94.296142578125,109.1809310913086,127.42787170410156,136.90025329589844,143.97848510742188,151.32981872558594,154.3345947265625,154.8227996826172,156.49595642089844,158.1884765625,159.9228515625,164.56288146972656,165.6031494140625,179.94444274902344,192.92312622070312,204.9368896484375,217.9197235107422,250.68646240234375,274.2402648925781,223.05068969726562,189.82693481445312,171.5609130859375,150.8520965576172,134.34597778320312,130.08950805664062,128.21630859375,125.52924346923828,121.46080017089844,114.4273681640625,102.60699462890625,85.43921661376953,67.77826690673828,49.367950439453125,28.48337173461914,8.459218978881836,6.713870525360107
0.1489078253507614,93.77365112304688,94.15914916992188,94.50167846679688,94.83938598632812,94.79580688476562,94.81562805175781,94.45197296142578,94.3310546875,93.78419494628906,93.71182250976562,93.25740814208984,92.98974609375,92.7479019165039,95.03324127197266,110.21493530273438,128.83253479003906,138.50250244140625,145.77500915527344,153.28387451171875,156.33514404296875,156.78414916992188,158.44580078125,160.1241455078125,161.84164428710938,166.48008728027344,167.5317840576172,181.91995239257812,194.92958068847656,207.11380004882812,220.53207397460938,254.1536865234375,278.1741943359375,227.02099609375,193.8737335205078,175.82708740234375,155.28372192382812,138.99285888671875,134.78036499023438,132.90365600585938,130.20602416992188,126.11198425292969,119.05111694335938,107.19715881347656,89.96095275878906,72.20095825195312,53.78266906738281,32.667198181152344,11.56749153137207,6.259848117828369
0.1786891669034958,94.46316528320312,94.84784698486328,95.19131469726562,95.52945709228516,95.48431396484375,95.50376892089844,95.1379165649414,95.01517486572266,94.46488952636719,94.39486694335938,93.9434585571289,93.68777465820312,93.44721984863281,95.77945709228516,111.25981903076172,130.25082397460938,140.12078857421875,147.58966064453125,155.25827026367188,158.35675048828125,158.76626586914062,160.41627502441406,162.08010864257812,163.78009033203125,168.4175567626953,169.47848510742188,183.91917419433594,196.96502685546875,209.32057189941406,223.1685333251953,257.64056396484375,282.12884521484375,230.9671630859375,197.85906982421875,180.0058135986328,159.60223388671875,143.498779296875,139.32386779785156,137.44235229492188,134.73275756835938,130.6117401123047,123.51998138427734,111.6260757446289,94.31432342529297,76.45146179199219,58.01948547363281,36.69656753540039,15.079032897949219,8.081419944763184
0.20846930146217346,95.24378967285156,95.62783813476562,95.97251892089844,96.31134033203125,96.26456451416016,96.28369140625,95.91534423828125,95.7906494140625,95.23646545410156,95.16890716552734,94.72042846679688,94.47718811035156,94.23788452148438,96.62232971191406,112.43545532226562,131.8428192138672,141.93634033203125,149.6241455078125,157.4714813232422,160.6230926513672,160.98907470703125,162.62660217285156,164.2745819091797,165.95529174804688,170.59310913085938,171.66294860839844,186.16830444335938,199.2603759765625,211.80738830566406,226.12649536132812,261.53717041015625,286.5452880859375,235.33154296875,202.23263549804688,184.56930541992188,164.29664611816406,148.3756103515625,144.23651123046875,142.34848022460938,139.624267578125,135.47190856933594,128.34251403808594,116.39811706542969,98.99549865722656,81.01426696777344,62.560794830322266,41.023765563964844,19.07117462158203,11.408578872680664
