Time,0.0,0.40000000596,0.800000011921,1.20000004768,1.60000002384,2.0,2.40000009537,2.79999995232,3.20000004768,3.59999990463,4.0,4.40000009537,4.80000019073,4.90000009537,5.05000019073,5.27500009537,5.61250019073,6.01249980927,6.41249990463,6.8125,7.21250009537,7.61250019073,8.01249980927,8.41250038147,8.8125,9.21249961853,9.61250019073,9.91250038147,10.2124996185,10.5124998093,10.8125,11.1125001907,11.5124998093,11.9125003815,12.3125,12.7124996185,13.1125001907,13.5124998093,13.9125003815,14.3125,14.7124996185,15.1125001907,15.5124998093,15.9125003815,16.0
x,MISES 0,MISES 1,MISES 2,MISES 3,MISES 4,MISES 5,MISES 6,MISES 7,MISES 8,MISES 9,MISES 10,MISES 11,MISES 12,MISES 13,MISES 14,MISES 15,MISES 16,MISES 17,MISES 18,MISES 19,MISES 20,MISES 21,MISES 22,MISES 23,MISES 24,MISES 25,MISES 26,MISES 27,MISES 28,MISES 29,MISES 30,MISES 31,MISES 32,MISES 33,MISES 34,MISES 35,MISES 36,MISES 37,MISES 38,MISES 39,MISES 40,MISES 41,MISES 42,MISES 43,MISES 44
0.0,56.46815872192383,56.40922927856445,56.357177734375,56.36033630371094,56.293853759765625,56.288551330566406,56.423309326171875,56.70823287963867,56.871917724609375,57.28972244262695,58.011619567871094,58.29053497314453,62.008399963378906,67.1375961303711,73.29212951660156,82.27880859375,94.37395477294922,106.0601806640625,115.59204864501953,122.65657043457031,127.75714111328125,130.78012084960938,132.97122192382812,135.26202392578125,138.15966796875,142.32867431640625,148.55226135253906,154.78831481933594,162.5598907470703,171.68890380859375,181.7514190673828,184.57138061523438,157.00979614257812,115.56029510498047,70.38030242919922,29.97028350830078,5.034668445587158,17.129514694213867,31.114913940429688,41.73847579956055,52.10237121582031,62.998016357421875,76.80570220947266,95.77325439453125,100.88107299804688
0.029449209570884705,56.81172180175781,56.754913330078125,56.70367431640625,56.707244873046875,56.64033126831055,56.635154724121094,56.771305084228516,57.059417724609375,57.225608825683594,57.648399353027344,58.37788391113281,58.659156799316406,62.43753433227539,67.65028381347656,73.90547180175781,83.04032897949219,95.33631896972656,107.21817779541016,116.91184997558594,124.0963134765625,129.28121948242188,132.3461151123047,134.5615234375,136.87918090820312,139.81394958496094,144.03912353515625,150.3465576171875,156.6718292236328,164.55116271972656,173.809814453125,184.01364135742188,186.86248779296875,159.3507843017578,118.00907897949219,72.9566650390625,32.64231872558594,6.940580368041992,14.317768096923828,28.25516700744629,38.88713073730469,49.262718200683594,60.16309356689453,73.95463562011719,92.90286254882812,98.00703430175781
0.05889686569571495,57.164512634277344,57.10968780517578,57.0592041015625,57.06318283081055,56.995849609375,56.990806579589844,57.12837219238281,57.419673919677734,57.588340759277344,58.01611328125,58.753204345703125,59.036895751953125,62.874996185302734,68.1701889038086,74.52468872070312,83.80574035644531,96.29985046386719,108.37467956542969,118.22787475585938,125.53062438964844,130.798828125,133.90554809570312,136.14556884765625,138.49032592773438,141.46234130859375,145.74365234375,152.13479614257812,158.54891967773438,166.5357208251953,175.92352294921875,186.26824951171875,189.14654541015625,161.669677734375,120.41114807128906,75.45742797851562,35.20906066894531,9.083232879638672,11.586236953735352,25.494956970214844,36.147010803222656,46.542945861816406,57.45604705810547,71.2415771484375,90.18281555175781,95.2863998413086
0.08834734559059143,57.558128356933594,57.505287170410156,57.45552444458008,57.459896087646484,57.392086029052734,57.38716125488281,57.526222229003906,57.8209114074707,57.99217224121094,58.42522430419922,59.17041015625,59.45668029785156,63.36460876464844,68.75598907470703,75.22636413574219,84.677978515625,97.40318298339844,109.70294189453125,119.74200439453125,127.1822509765625,132.54660034179688,135.7000274658203,137.9661102294922,140.33985900878906,143.3524169921875,147.69577026367188,154.1803436279297,160.69412231445312,168.80157470703125,178.33441162109375,188.83709716796875,191.74578857421875,164.23260498046875,122.95591735839844,77.99752807617188,37.74919128417969,11.510567665100098,9.298501968383789,23.059505462646484,33.72474670410156,44.14664077758789,55.08306884765625,68.87789916992188,87.83906555175781,92.95027923583984
0.11779884994029999,58.00675582885742,57.956024169921875,57.907020568847656,57.911834716796875,57.84348678588867,57.83869934082031,57.97944259643555,58.277923583984375,58.45207214355469,58.89100646972656,59.64527130126953,59.934471130371094,63.91942596435547,69.41690063476562,76.01505279541016,85.6546630859375,98.63451385498047,111.18205261230469,121.42576599121094,129.01742553710938,134.48780822753906,137.693115234375,139.98854064941406,142.3948211669922,145.45265197753906,149.86508178710938,156.45352172851562,163.077880859375,171.3193359375,181.01312255859375,191.691162109375,194.63424682617188,167.06686401367188,125.74783325195312,80.7601318359375,40.493499755859375,14.188796043395996,7.0270304679870605,20.48826026916504,31.163455963134766,41.61491775512695,52.579986572265625,66.39057922363281,85.38213348388672,90.50406646728516
0.14724446833133698,58.41550827026367,58.366600036621094,58.318275451660156,58.323516845703125,58.25470733642578,58.25007629394531,58.392372131347656,58.69431686401367,58.871089935302734,59.315399169921875,60.077972412109375,60.36990737915039,64.42044067382812,70.00825500488281,76.71517944335938,86.5147705078125,99.71128845214844,112.46968078613281,122.88746643066406,130.60813903808594,136.16937255859375,139.4205780029297,141.74327087402344,144.179443359375,147.27816772460938,151.752197265625,158.43270874023438,165.15438842773438,173.51388549804688,183.34930419921875,194.18197631835938,197.1577606201172,169.56707763671875,128.24411010742188,83.26163482666016,42.989036560058594,16.570507049560547,4.765430450439453,17.939388275146484,28.652225494384766,39.14263916015625,50.1396484375,63.968505859375,82.98698425292969,88.1175537109375
0.17669546604156494,58.896209716796875,58.849220275878906,58.80158233642578,58.80728530883789,58.73793029785156,58.73345947265625,58.877525329589844,59.18340301513672,59.363121032714844,59.81350326538086,60.58552551269531,60.880592346191406,65.010498046875,70.70750427246094,77.54591369628906,87.53887939453125,100.99720764160156,114.01022338867188,124.63816833496094,132.51431274414062,138.18455505371094,141.48965454101562,143.84332275390625,146.31365966796875,149.45965576171875,154.00552368164062,160.7941131591797,167.63043212890625,176.12908935546875,186.1314697265625,197.1461944580078,200.1585693359375,172.48428344726562,131.07269287109375,86.00590515136719,45.65118408203125,19.101470947265625,3.365504264831543,15.372770309448242,26.133764266967773,36.680294036865234,47.727237701416016,61.59416198730469,80.66911315917969,85.81686401367188
0.20614494383335114,59.4051628112793,59.360076904296875,59.31310272216797,59.31927490234375,59.24934387207031,59.24504089355469,59.390953063964844,59.70091247558594,59.8836669921875,60.34034729003906,61.1221923828125,61.42054748535156,65.6352767944336,71.44892120361328,78.42778015136719,88.62730407714844,102.3652572631836,115.65020751953125,126.50250244140625,134.54452514648438,140.33084106445312,143.69284057617188,146.07875061035156,148.5847930908203,151.78033447265625,156.40182495117188,163.3045196533203,170.26197814941406,178.90780639648438,189.0867156982422,200.29385375976562,203.3440399169922,175.55291748046875,134.00596618652344,88.8086166381836,48.34471130371094,21.706592559814453,3.7614245414733887,13.019373893737793,23.778427124023438,34.36943054199219,45.46461486816406,59.373023986816406,78.51473999023438,83.68316650390625
