Time,0.0,0.40000000596,0.800000011921,1.20000004768,1.60000002384,2.0,2.40000009537,2.79999995232,3.20000004768,3.59999990463,4.0,4.40000009537,4.80000019073,5.19999980927,5.59999990463,6.0,6.40000009537,6.80000019073,7.19999980927,7.59999990463,8.0,8.39999961853,8.80000019073,9.19999980927,9.60000038147,10.0,10.3999996185,10.8000001907,11.1999998093,11.6000003815,12.0,12.3999996185,12.8000001907,13.1999998093,13.6000003815,14.0,14.3999996185,14.8000001907,15.1999998093,15.6000003815,16.0
x,MISES 0,MISES 1,MISES 2,MISES 3,MISES 4,MISES 5,MISES 6,MISES 7,MISES 8,MISES 9,MISES 10,MISES 11,MISES 12,MISES 13,MISES 14,MISES 15,MISES 16,MISES 17,MISES 18,MISES 19,MISES 20,MISES 21,MISES 22,MISES 23,MISES 24,MISES 25,MISES 26,MISES 27,MISES 28,MISES 29,MISES 30,MISES 31,MISES 32,MISES 33,MISES 34,MISES 35,MISES 36,MISES 37,MISES 38,MISES 39,MISES 40
0.0,65.32493591308594,66.64131164550781,66.84542846679688,63.21864318847656,55.908851623535156,54.09354019165039,48.45231628417969,44.16583251953125,38.23579788208008,33.98926544189453,30.98587417602539,30.36388397216797,39.44905471801758,58.25924301147461,68.34701538085938,73.88810729980469,70.6219253540039,61.54161071777344,59.9011116027832,88.03963470458984,131.57672119140625,152.6793212890625,166.54769897460938,187.33026123046875,207.0362548828125,223.48651123046875,238.47613525390625,252.73037719726562,266.30712890625,242.2952880859375,202.11488342285156,178.6334228515625,173.30284118652344,185.46859741210938,186.2340087890625,173.11013793945312,157.58834838867188,139.1954345703125,119.13548278808594,96.97071075439453,73.11842346191406
0.0301895160228014,65.67658233642578,66.99281311035156,67.19827270507812,63.502357482910156,56.09235382080078,54.23894500732422,48.51426696777344,44.15898513793945,38.146339416503906,33.82979965209961,30.797100067138672,30.170143127441406,39.420814514160156,58.52568435668945,68.77030944824219,74.3931655883789,71.08622741699219,61.86267852783203,60.144439697265625,88.20529174804688,131.67233276367188,152.72781372070312,166.56198120117188,187.3318328857422,207.04666137695312,223.51022338867188,238.59567260742188,253.08551025390625,267.0902099609375,244.105224609375,204.50376892089844,181.39944458007812,176.42808532714844,188.91912841796875,189.724365234375,176.66091918945312,161.4010009765625,143.07608032226562,122.97930908203125,100.74418640136719,76.81985473632812
0.0603749081492424,66.03306579589844,67.35006713867188,67.556884765625,63.795448303222656,56.28924560546875,54.39986801147461,48.595176696777344,44.174224853515625,38.08238220214844,33.69932174682617,30.63775634765625,30.005508422851562,39.41374588012695,58.80586242675781,69.20579528808594,74.91059875488281,71.56475830078125,62.201786041259766,60.408851623535156,88.42401123046875,131.8662109375,152.8951873779297,166.70834350585938,187.48294067382812,207.22105407714844,223.7091827392578,238.89309692382812,253.60791015625,268.01177978515625,245.91116333007812,206.76596069335938,183.9620361328125,179.30299377441406,192.1028289794922,192.9497833251953,179.92633056640625,164.88046264648438,146.60055541992188,126.45816040039062,104.14923095703125,80.15316009521484
0.09056132286787033,66.46642303466797,67.78467559814453,67.9930191040039,64.15306091308594,56.531410217285156,54.59878158569336,48.69692611694336,44.19630813598633,38.00831604003906,33.54438018798828,30.44640350341797,29.806133270263672,39.409332275390625,59.17015075683594,69.77667236328125,75.59291076660156,72.201904296875,62.661285400390625,60.76825714111328,88.76634979248047,132.23574829101562,153.24961853027344,167.0469207763672,187.84458923339844,207.62554931640625,224.1544189453125,239.4642333984375,254.45144653320312,269.3274230957031,248.0980224609375,209.2799072265625,186.69833374023438,182.3486328125,195.52610778808594,196.44000244140625,183.42791748046875,168.55886840820312,150.294677734375,130.08372497558594,107.68122100830078,83.5970687866211
0.12075133621692657,66.98975372314453,68.30976104736328,68.51995849609375,64.58578491210938,56.82527160644531,54.840702056884766,48.821693420410156,44.224952697753906,37.92066955566406,33.3587646484375,30.216182708740234,29.565837860107422,39.40571212768555,59.61418533325195,70.4720687866211,76.42424011230469,72.97926330566406,63.223968505859375,61.20970153808594,89.19619750976562,132.7114715576172,153.71206665039062,167.49301147460938,188.3229522705078,208.15943908691406,224.7403564453125,240.20367431640625,255.5189666748047,270.9604797363281,250.74172973632812,212.27645874023438,189.93617248535156,185.94378662109375,199.57272338867188,200.568359375,187.56138610839844,172.8861541748047,154.62945556640625,134.328369140625,111.80508422851562,87.6029052734375
0.1509372442960739,67.53498077392578,68.85812377929688,69.07042694091797,65.04457092285156,57.14661407470703,55.11183547973633,48.9780158996582,44.287410736083984,37.868690490722656,33.21122741699219,30.024368286132812,29.364688873291016,39.43247604370117,60.06721878051758,71.16059112548828,77.23928833007812,73.73991394042969,63.7803955078125,61.65778350830078,89.64585876464844,133.22366333007812,154.22787475585938,168.00421142578125,188.87872314453125,208.781494140625,225.42367553710938,241.04287719726562,256.6787109375,272.666259765625,253.4642791748047,215.40087890625,193.3326416015625,189.70091247558594,203.75808715820312,204.8211669921875,191.82345581054688,177.35177612304688,159.10101318359375,138.70046997070312,116.0421371459961,91.70394897460938
0.18112598359584808,68.11506652832031,69.44266510009766,69.65725708007812,65.5391616821289,57.50115203857422,55.41610336303711,49.16564178466797,44.380088806152344,37.84507751464844,33.09136962890625,29.858692169189453,29.18914031982422,39.48614501953125,60.55607986450195,71.89152526855469,78.10106658935547,74.54632568359375,64.3785171508789,62.14809036254883,90.16830444335938,133.85430908203125,154.88406372070312,168.66940307617188,189.60824584960938,209.59518432617188,226.31314086914062,242.09808349609375,258.0584716796875,274.5883483886719,256.3340148925781,218.60195922851562,196.76254272460938,193.4703826904297,207.95677185058594,209.08819580078125,196.08352661132812,181.78662109375,163.52117919921875,143.00521850585938,120.19668579101562,95.70773315429688
0.21131320297718048,68.76864624023438,70.10159301757812,70.31867218017578,66.09762573242188,57.90304183959961,55.76178741455078,49.379981994628906,44.48759460449219,37.8216552734375,32.95954895019531,29.674116134643555,28.992103576660156,39.55015563964844,61.12709045410156,72.75050354003906,79.11764526367188,75.50234985351562,65.09300231933594,62.73345184326172,90.81977844238281,134.67266845703125,155.74444580078125,169.5467529296875,190.571044921875,210.66363525390625,227.47483825683594,243.45095825195312,259.7758483886719,276.90679931640625,259.5662841796875,222.03488159179688,200.34463500976562,197.3820037841797,212.35476684570312,213.57505798339844,200.5326385498047,186.36703491210938,168.05262756347656,147.3934326171875,124.40850830078125,99.74253845214844
0.24150146543979645,69.46216583251953,70.80113220214844,71.02085876464844,66.69220733642578,58.33331298828125,56.13330841064453,49.61354446411133,44.60896301269531,37.80522155761719,32.82904052734375,29.487512588500977,28.792036056518555,39.625064849853516,61.73713684082031,73.66513061523438,80.19931030273438,76.52073669433594,65.85716247558594,63.36199188232422,91.530517578125,135.57723999023438,156.70111083984375,170.5260772705078,191.64727783203125,211.85707092285156,228.77117919921875,244.95086669921875,261.658203125,279.41534423828125,262.98760986328125,225.6204376220703,204.05743408203125,201.42413330078125,216.90408325195312,218.218505859375,205.12698364257812,191.0791015625,172.7011260986328,151.88356018066406,128.7056884765625,103.84408569335938
0.27168822288513184,70.20002746582031,71.54605102539062,71.76863861083984,67.3288803100586,58.799068450927734,56.53854751586914,49.875633239746094,44.75482177734375,37.80781936645508,32.713470458984375,29.313152313232422,28.60367202758789,39.72068786621094,62.385353088378906,74.62713623046875,81.33340454101562,77.58876037597656,66.66304016113281,64.03080749511719,92.29832458496094,136.56582641601562,157.75547790527344,171.61154174804688,192.84307861328125,213.18324279785156,230.21133422851562,246.60610961914062,263.70947265625,282.10955810546875,266.6064758300781,229.39874267578125,207.961181640625,205.66278076171875,221.6622772216797,223.07052612304688,209.92340087890625,195.98989868164062,177.5379180908203,156.54736328125,133.1592254638672,108.08299255371094
0.3018752932548523,71.0794448852539,72.43461608886719,72.66065216064453,68.09154510498047,59.36144256591797,57.030574798583984,50.19990921020508,44.94307327270508,37.82788848876953,32.595123291015625,29.124902725219727,28.398517608642578,39.848365783691406,63.16392517089844,75.7765121459961,82.68680572509766,78.8651123046875,67.63157653808594,64.83979797363281,93.24290466308594,137.79788208007812,159.078125,172.97842407226562,194.35061645507812,214.853515625,232.02297973632812,248.67391967773438,266.2402038574219,285.38543701171875,270.91082763671875,233.84030151367188,212.51873779296875,210.59475708007812,227.1982879638672,228.71536254882812,215.4910430908203,201.66810607910156,183.1131591796875,161.90740966796875,138.26026916503906,112.91798400878906
0.33206161856651306,72.06612396240234,73.4324951171875,73.66243743896484,68.95240020751953,60.00235366821289,57.5949821472168,50.58013916015625,45.174217224121094,37.87403869628906,32.4895133972168,28.94129753112793,28.19571304321289,40.01075744628906,64.04535675048828,77.06924438476562,84.20671081542969,80.30081176757812,68.72836303710938,65.76264190673828,94.34130859375,139.2510986328125,160.64910888671875,174.608642578125,196.15093994140625,216.84609985351562,234.18157958984375,251.11944580078125,269.1925354003906,289.1446533203125,275.72235107421875,238.73228454589844,217.49453735351562,215.95681762695312,233.2176971435547,234.85340881347656,221.52813720703125,207.7950439453125,189.10577392578125,167.64797973632812,143.7009735107422,118.04925537109375
