Time,0.0,0.40000000596,0.800000011921,1.20000004768,1.60000002384,2.0,2.40000009537,2.79999995232,3.20000004768,3.59999990463,4.0,4.40000009537,4.80000019073,5.09999990463,5.40000009537,5.80000019073,6.19999980927,6.59999990463,7.0,7.40000009537,7.80000019073,8.19999980927,8.60000038147,9.0,9.39999961853,9.80000019073,10.1999998093,10.6000003815,11.0,11.3999996185,11.8000001907,12.1999998093,12.6000003815,13.0,13.3999996185,13.8000001907,14.1999998093,14.6000003815,15.0,15.3999996185,15.8000001907,16.0
x,MISES 0,MISES 1,MISES 2,MISES 3,MISES 4,MISES 5,MISES 6,MISES 7,MISES 8,MISES 9,MISES 10,MISES 11,MISES 12,MISES 13,MISES 14,MISES 15,MISES 16,MISES 17,MISES 18,MISES 19,MISES 20,MISES 21,MISES 22,MISES 23,MISES 24,MISES 25,MISES 26,MISES 27,MISES 28,MISES 29,MISES 30,MISES 31,MISES 32,MISES 33,MISES 34,MISES 35,MISES 36,MISES 37,MISES 38,MISES 39,MISES 40,MISES 41
0.0,60.8353271484375,61.776214599609375,61.87565994262695,62.919090270996094,61.318260192871094,61.461090087890625,58.250213623046875,55.75912857055664,52.034542083740234,49.66972351074219,48.284889221191406,48.28340148925781,58.262428283691406,75.22335815429688,81.94239044189453,87.34016418457031,88.15743255615234,82.1591796875,80.89302062988281,80.4769058227539,96.10523986816406,115.9143295288086,123.11070251464844,135.87039184570312,150.05593872070312,162.23109436035156,172.52896118164062,182.15457153320312,191.48321533203125,182.53843688964844,151.2096710205078,126.85951232910156,115.42200469970703,117.41856384277344,119.86439514160156,110.54478454589844,99.46119689941406,86.46746826171875,71.60923767089844,55.659637451171875,38.151031494140625,29.237377166748047
0.029449209570884705,61.18187713623047,62.1223258972168,62.22235870361328,63.26493453979492,61.640419006347656,61.77584457397461,58.517723083496094,55.98521423339844,52.208492279052734,49.80374526977539,48.41105651855469,48.41565704345703,58.57878112792969,75.82830047607422,82.66056060791016,88.14756774902344,88.98280334472656,82.89764404296875,81.568359375,81.10331726074219,96.68437194824219,116.45331573486328,123.62300109863281,136.36813354492188,150.55670166015625,162.74237060546875,173.0806121826172,182.8328857421875,192.41110229492188,184.06005859375,153.56967163085938,129.48226928710938,118.29685974121094,120.52799224853516,123.0636978149414,113.715087890625,102.68540954589844,89.79946899414062,74.92796325683594,58.932647705078125,41.367881774902344,32.41645812988281
0.05889686569571495,61.53998565673828,62.48059844970703,62.58129119873047,63.62370300292969,61.97576141357422,62.104270935058594,58.799354553222656,56.22601318359375,52.3975715637207,49.953521728515625,48.552555084228516,48.56297302246094,58.90663146972656,76.43997192382812,83.38353729248047,88.95831298828125,89.81101989746094,83.63983917236328,82.25028991699219,81.7390365600586,97.28353881835938,117.02513122558594,124.17379760742188,136.9122314453125,151.11160278320312,163.314208984375,173.69677734375,183.57533264160156,193.39700317382812,185.61106872558594,155.90985107421875,132.06304931640625,121.11294555664062,123.5687484741211,126.19113159179688,116.80990600585938,105.82534790039062,93.03414154052734,78.14031982421875,62.090126037597656,44.45770263671875,35.46246337890625
0.08834734559059143,61.9410400390625,62.88220977783203,62.983577728271484,64.02626037597656,62.35230255126953,62.47334289550781,59.11619567871094,56.49720764160156,52.610740661621094,50.122528076171875,48.71128845214844,48.727325439453125,59.281394958496094,77.15159606933594,84.23286437988281,89.91740417480469,90.79493713378906,84.52388000488281,83.05987548828125,82.49015045166016,98.01242065429688,117.74555969238281,124.8714370727539,137.61167907714844,151.83355712890625,164.06248474121094,174.49887084960938,184.51910400390625,194.60763549804688,187.35623168945312,158.33749389648438,134.62966918945312,123.86626434326172,126.5525131225586,129.27967834472656,119.84933471679688,108.88389587402344,96.15657043457031,81.22417449951172,65.11036682128906,47.41081237792969,38.38080978393555
0.11779884994029999,62.39979934692383,63.342044830322266,63.444217681884766,64.48771667480469,62.78492736816406,62.89799499511719,59.48292922973633,56.8134651184082,52.862579345703125,50.32556915283203,48.9025764465332,48.92469787597656,59.71027755737305,77.95112609863281,85.18350219726562,90.98844909667969,91.89290618896484,85.51142883300781,83.96710205078125,83.33470153808594,98.84150695800781,118.57609558105469,125.68168640136719,138.43099975585938,152.68492126464844,164.948974609375,175.44912719726562,185.62725830078125,196.00819396972656,189.32565307617188,161.02145385742188,137.4486541748047,126.87898254394531,129.81298828125,132.6540069580078,123.16712951660156,112.21736145019531,99.55305480957031,84.57357788085938,68.38594055175781,50.609832763671875,41.54195022583008
0.14724446833133698,62.81955337524414,63.7633171081543,63.866329193115234,64.91117095947266,63.18302917480469,63.28949737548828,59.82360076904297,57.110111236572266,53.10271453857422,50.5233039855957,49.08994674682617,49.11763000488281,60.0992431640625,78.65145874023438,86.00772094726562,91.91082763671875,92.83545684814453,86.35946655273438,84.75177764892578,84.07122802734375,99.56695556640625,119.30598449707031,126.40025329589844,139.16195678710938,153.44796752929688,165.746826171875,176.30599975585938,186.62338256835938,197.259033203125,191.10147094726562,163.48550415039062,140.0814666748047,129.70797729492188,132.86122131347656,135.79420471191406,126.26040649414062,115.33261108398438,102.73368835449219,87.7105712890625,71.44947814941406,53.5905876159668,44.477294921875
0.17669546604156494,63.31488037109375,64.2608642578125,64.36483764648438,65.41178894042969,63.654056549072266,63.753089904785156,60.22760772705078,57.462501525878906,53.38860321044922,50.75932312011719,49.312870025634766,49.34632110595703,60.564552307128906,79.4975357055664,87.0097427368164,93.03736877441406,93.98992919921875,87.40011596679688,85.71296691894531,84.97103881835938,100.46885681152344,120.23108673095703,127.31295013427734,140.0966796875,154.42868041992188,166.77432250976562,177.40611267089844,187.88711547851562,198.81732177734375,193.20480346679688,166.25015258789062,142.9490966796875,132.74925231933594,136.14422607421875,139.19003295898438,129.5897674560547,118.66183471679688,106.10433959960938,91.01407623291016,74.65681457519531,56.69232940673828,47.523067474365234
0.20614494383335114,63.840450286865234,64.7890625,64.89405822753906,65.94356536865234,64.15471649169922,64.24612426757812,60.65785217285156,57.83837127685547,53.69426727294922,51.01239013671875,49.551612854003906,49.59074783325195,61.06132507324219,80.40293884277344,88.08454895019531,94.24784851074219,95.23188018798828,88.5206069946289,86.74752807617188,85.93885040283203,101.44769287109375,121.24502563476562,128.3151092529297,141.12692260742188,155.51272583007812,167.91162109375,178.62228393554688,189.27603149414062,200.5140380859375,195.4381103515625,169.1052703857422,145.86595153808594,135.8218994140625,139.46420288085938,142.63128662109375,132.95602416992188,122.01640319824219,109.48747253417969,94.32152557373047,77.86244201660156,59.79084014892578,50.568267822265625
